App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
Adobe Acrobat Reader,Useful but has minor issues.,Neutral,0,0.40087
WhatsApp,,,,
Telegram,Not satisfied with the performance.,Negative,-0.598232,0.337406
Swiggy,Works fine but can be better.,Neutral,0,0.502148
Telegram,Very helpful and easy to use.,Positive,0.410724,0.981061
Spotify,Works great especially for daily use.,Positive,0.855522,0.538607
Zomato,Excellent app with useful features.,Positive,0.253115,0.374343
Amazon Shopping,"Amazing experience, highly recommended.",Positive,0.604826,0.36665
Adobe Acrobat Reader,Too many ads.,Negative,-0.592295,0.941898
Spotify,"Not bad, just decent.",Neutral,0,0.216761
Netflix,Works great especially for daily use.,Positive,0.768536,0.309364
Zomato,Very helpful and easy to use.,Positive,0.714026,0.996744
Canva,"Amazing experience, highly recommended.",Positive,0.883629,0.78911
Adobe Acrobat Reader,Works fine but can be better.,Neutral,0,0.368772
Spotify,"Amazing experience, highly recommended.",Positive,0.928306,0.439913
YouTube,Very helpful and easy to use.,Positive,0.511021,0.781724
Flipkart,Love the interface and performance.,Positive,0.426748,0.265865
Telegram,Useful but has minor issues.,Neutral,0,0.157452
Adobe Acrobat Reader,Works great especially for daily use.,Positive,0.918048,0.261538
Telegram,Excellent app with useful features.,Positive,0.716424,0.954234
Swiggy,Very helpful and easy to use.,Positive,0.870222,0.734117
Google Maps,Love the interface and performance.,Positive,0.404116,0.649962
WhatsApp,Excellent app with useful features.,Positive,0.788755,0.302769
YouTube,"Amazing experience, highly recommended.",Positive,0.430892,0.709538
Canva,"It's okay, needs some improvements.",Neutral,0,0.505954
Google Maps,"It's okay, needs some improvements.",Neutral,0,0.387569
Telegram,Average experience overall.,Neutral,0,0.158288
Swiggy,"Amazing experience, highly recommended.",Positive,0.298491,0.797004
Google Maps,App crashes frequently.,Negative,-0.874405,0.519413
Google Maps,Excellent app with useful features.,Positive,0.307542,0.879224
Amazon Shopping,Average experience overall.,Neutral,0,0.234332
Spotify,Works great especially for daily use.,Positive,0.780158,0.977559
Netflix,Very helpful and easy to use.,Positive,0.693758,0.212916
Instagram,Works fine but can be better.,Neutral,0,0.17486
Duolingo,Very helpful and easy to use.,Positive,0.435013,0.693425
Canva,App crashes frequently.,Negative,-0.587871,0.896026
Swiggy,Very slow after the latest update.,Negative,-0.218302,0.563826
10 Best Foods for You,"Amazing experience, highly recommended.",Positive,0.801286,0.503688
Adobe Acrobat Reader,Works fine but can be better.,Neutral,0,0.467532
Telegram,Works fine but can be better.,Neutral,0,0.278008
YouTube,"Amazing experience, highly recommended.",Positive,0.500503,0.904639
YouTube,"It's okay, needs some improvements.",Neutral,0,0.208166
Zomato,Not satisfied with the performance.,Negative,-0.708961,0.980962
WhatsApp,Works great especially for daily use.,Positive,0.865395,0.825436
Duolingo,Too many ads.,Negative,-0.212496,0.579531
Amazon Shopping,Very slow after the latest update.,Negative,-0.484603,0.510483
YouTube,Very helpful and easy to use.,Positive,0.940121,0.420795
WhatsApp,"Amazing experience, highly recommended.",Positive,0.433929,0.863567
Amazon Shopping,Love the interface and performance.,Positive,0.566391,0.613647
Spotify,Works great especially for daily use.,Positive,0.899879,0.206462
10 Best Foods for You,"Amazing experience, highly recommended.",Positive,0.596438,0.548357
Adobe Acrobat Reader,Love the interface and performance.,Positive,0.843513,0.601639
10 Best Foods for You,"Not bad, just decent.",Neutral,0,0.582515
Adobe Acrobat Reader,Very helpful and easy to use.,Positive,0.273679,0.251938
Canva,Works great especially for daily use.,Positive,0.705046,0.956231
10 Best Foods for You,Love the interface and performance.,Positive,0.564886,0.23627
Telegram,"Amazing experience, highly recommended.",Positive,0.440954,0.464535
Instagram,Love the interface and performance.,Positive,0.721358,0.20184
Zomato,Works great especially for daily use.,Positive,0.395513,0.846908
Adobe Acrobat Reader,Works great especially for daily use.,Positive,0.20979,0.226592
Amazon Shopping,Love the interface and performance.,Positive,0.54539,0.468193
Telegram,Excellent app with useful features.,Positive,0.740224,0.93241
Amazon Shopping,"It's okay, needs some improvements.",Neutral,0,0.244638
Amazon Shopping,,,,
Google Maps,Excellent app with useful features.,Positive,0.404876,0.790828
Spotify,"Amazing experience, highly recommended.",Positive,0.539532,0.399879
Zomato,Works great especially for daily use.,Positive,0.882304,0.4223
10 Best Foods for You,Love the interface and performance.,Positive,0.304393,0.731871
10 Best Foods for You,Excellent app with useful features.,Positive,0.276485,0.730604
Spotify,App crashes frequently.,Negative,-0.317652,0.479218
Duolingo,Works great especially for daily use.,Positive,0.38226,0.339447
Amazon Shopping,App crashes frequently.,Negative,-0.283054,0.410827
WhatsApp,"Amazing experience, highly recommended.",Positive,0.74342,0.466605
Canva,Very helpful and easy to use.,Positive,0.818012,0.438359
Instagram,Very helpful and easy to use.,Positive,0.66692,0.544039
Canva,Useful but has minor issues.,Neutral,0,0.575378
Canva,"Amazing experience, highly recommended.",Positive,0.700082,0.893576
Canva,Very helpful and easy to use.,Positive,0.341878,0.577518
Canva,"It's okay, needs some improvements.",Neutral,0,0.267304
Amazon Shopping,Poor user experience.,Negative,-0.666166,0.532761
Zomato,"Amazing experience, highly recommended.",Positive,0.968353,0.495786
Canva,Love the interface and performance.,Positive,0.932898,0.533191
Adobe Acrobat Reader,Works fine but can be better.,Neutral,0,0.209588
Google Maps,Average experience overall.,Neutral,0,0.244272
Instagram,Poor user experience.,Negative,-0.609128,0.522447
Canva,"Amazing experience, highly recommended.",Positive,0.301825,0.707032
YouTube,Very slow after the latest update.,Negative,-0.861314,0.441784
Swiggy,Poor user experience.,Negative,-0.168599,0.405514
Adobe Acrobat Reader,"Amazing experience, highly recommended.",Positive,0.890729,0.758274
Google Maps,Useful but has minor issues.,Neutral,0,0.56561
Flipkart,Too many ads.,Negative,-0.630258,0.529967
WhatsApp,"It's okay, needs some improvements.",Neutral,0,0.306479
Adobe Acrobat Reader,Very helpful and easy to use.,Positive,0.652405,0.67219
Canva,Useful but has minor issues.,Neutral,0,0.493664
Adobe Acrobat Reader,Works great especially for daily use.,Positive,0.739049,0.600074
Adobe Acrobat Reader,Average experience overall.,Neutral,0,0.447319
Adobe Acrobat Reader,,,,
10 Best Foods for You,Works great especially for daily use.,Positive,0.503632,0.577224
Amazon Shopping,"It's okay, needs some improvements.",Neutral,0,0.236935
Spotify,Love the interface and performance.,Positive,0.923069,0.215279
Swiggy,Useful but has minor issues.,Neutral,0,0.204003
Amazon Shopping,Poor user experience.,Negative,-0.294621,0.714507
Duolingo,Works great especially for daily use.,Positive,0.458652,0.422377
Amazon Shopping,Very slow after the latest update.,Negative,-0.65026,0.791772
Flipkart,Works great especially for daily use.,Positive,0.678278,0.568008
WhatsApp,Not satisfied with the performance.,Negative,-0.432452,0.510403
Canva,Love the interface and performance.,Positive,0.877184,0.263939
Telegram,"Not bad, just decent.",Neutral,0,0.459303
Spotify,"Not bad, just decent.",Neutral,0,0.594787
10 Best Foods for You,Very slow after the latest update.,Negative,-0.803394,0.454472
Adobe Acrobat Reader,,,,
Google Maps,Love the interface and performance.,Positive,0.222032,0.521082
WhatsApp,Useful but has minor issues.,Neutral,0,0.116944
YouTube,Very helpful and easy to use.,Positive,0.97765,0.372355
Swiggy,Average experience overall.,Neutral,0,0.578499
Duolingo,Excellent app with useful features.,Positive,0.86042,0.636396
WhatsApp,"It's okay, needs some improvements.",Neutral,0,0.532488
Instagram,Very helpful and easy to use.,Positive,0.926968,0.272913
Google Maps,,,,
Duolingo,"It's okay, needs some improvements.",Neutral,0,0.48583
10 Best Foods for You,Average experience overall.,Neutral,0,0.546816
10 Best Foods for You,"Amazing experience, highly recommended.",Positive,0.882573,0.940664
Google Maps,App crashes frequently.,Negative,-0.211446,0.721555
Canva,Works great especially for daily use.,Positive,0.406254,0.916255
Swiggy,Works great especially for daily use.,Positive,0.997131,0.367624
Canva,"Amazing experience, highly recommended.",Positive,0.652379,0.73704
Instagram,App crashes frequently.,Negative,-0.815132,0.680482
10 Best Foods for You,"It's okay, needs some improvements.",Neutral,0,0.527606
Swiggy,Works great especially for daily use.,Positive,0.901524,0.826153
Adobe Acrobat Reader,Excellent app with useful features.,Positive,0.997087,0.442764
Instagram,Love the interface and performance.,Positive,0.644516,0.724164
Duolingo,Love the interface and performance.,Positive,0.567501,0.705601
Flipkart,Excellent app with useful features.,Positive,0.818086,0.686058
Google Maps,"Amazing experience, highly recommended.",Positive,0.504452,0.888149
Canva,Excellent app with useful features.,Positive,0.230007,0.709722
Duolingo,"Amazing experience, highly recommended.",Positive,0.297691,0.662076
Duolingo,"It's okay, needs some improvements.",Neutral,0,0.274176
Swiggy,,,,
WhatsApp,Very slow after the latest update.,Negative,-0.701653,0.587675
Telegram,"Not bad, just decent.",Neutral,0,0.133215
Netflix,Works great especially for daily use.,Positive,0.998672,0.3404
Telegram,Excellent app with useful features.,Positive,0.201613,0.706397
Duolingo,"Not bad, just decent.",Neutral,0,0.391875
Spotify,Love the interface and performance.,Positive,0.931921,0.48711
Google Maps,Love the interface and performance.,Positive,0.376725,0.246683
Flipkart,Too many ads.,Negative,-0.610583,0.543508
Telegram,Very helpful and easy to use.,Positive,0.822638,0.436995
Amazon Shopping,Excellent app with useful features.,Positive,0.564548,0.511773
Amazon Shopping,Very helpful and easy to use.,Positive,0.220712,0.506225
10 Best Foods for You,"It's okay, needs some improvements.",Neutral,0,0.24703
Telegram,Works great especially for daily use.,Positive,0.204075,0.854729
Netflix,Very slow after the latest update.,Negative,-0.765391,0.851217
Netflix,"It's okay, needs some improvements.",Neutral,0,0.101715
Telegram,Love the interface and performance.,Positive,0.679604,0.737853
YouTube,Love the interface and performance.,Positive,0.312575,0.57737
Amazon Shopping,"It's okay, needs some improvements.",Neutral,0,0.275587
YouTube,Works great especially for daily use.,Positive,0.641771,0.344785
Netflix,Very helpful and easy to use.,Positive,0.576834,0.893063
Netflix,Not satisfied with the performance.,Negative,-0.464054,0.322365
Duolingo,Useful but has minor issues.,Neutral,0,0.233988
Spotify,Excellent app with useful features.,Positive,0.763625,0.94881
Flipkart,Works fine but can be better.,Neutral,0,0.19712
YouTube,Very slow after the latest update.,Negative,-0.310471,0.671429
Amazon Shopping,"Amazing experience, highly recommended.",Positive,0.431415,0.711645
Swiggy,Not satisfied with the performance.,Negative,-0.11751,0.719156
Instagram,Love the interface and performance.,Positive,0.213755,0.25823
Swiggy,Works fine but can be better.,Neutral,0,0.221292
Adobe Acrobat Reader,Very slow after the latest update.,Negative,-0.292021,0.657377
Swiggy,Works fine but can be better.,Neutral,0,0.334765
Google Maps,Works great especially for daily use.,Positive,0.640482,0.340229
Telegram,Love the interface and performance.,Positive,0.378618,0.508421
YouTube,Not satisfied with the performance.,Negative,-0.421772,0.977647
Telegram,Love the interface and performance.,Positive,0.818487,0.734108
Adobe Acrobat Reader,"Not bad, just decent.",Neutral,0,0.225291
Swiggy,"Not bad, just decent.",Neutral,0,0.398131
10 Best Foods for You,Very helpful and easy to use.,Positive,0.966257,0.931973
YouTube,Excellent app with useful features.,Positive,0.635785,0.422606
Spotify,"Amazing experience, highly recommended.",Positive,0.682194,0.54394
Telegram,,,,
Duolingo,Love the interface and performance.,Positive,0.840802,0.543321
Google Maps,Very helpful and easy to use.,Positive,0.536303,0.392474
Instagram,Excellent app with useful features.,Positive,0.266395,0.454678
Instagram,Poor user experience.,Negative,-0.402506,0.348378
Spotify,Very helpful and easy to use.,Positive,0.375962,0.216397
Duolingo,Useful but has minor issues.,Neutral,0,0.40689
Telegram,Very helpful and easy to use.,Positive,0.441035,0.819098
Instagram,Excellent app with useful features.,Positive,0.625203,0.74025
Canva,Very slow after the latest update.,Negative,-0.808667,0.658599
YouTube,,,,
Adobe Acrobat Reader,Excellent app with useful features.,Positive,0.776117,0.473606
Zomato,Love the interface and performance.,Positive,0.470429,0.566829
Zomato,Poor user experience.,Negative,-0.843295,0.649291
YouTube,Works great especially for daily use.,Positive,0.495138,0.249147
YouTube,Useful but has minor issues.,Neutral,0,0.497414
Telegram,Works great especially for daily use.,Positive,0.878659,0.457727
Netflix,"Amazing experience, highly recommended.",Positive,0.381088,0.423627
Swiggy,"Not bad, just decent.",Neutral,0,0.19191
Swiggy,"Not bad, just decent.",Neutral,0,0.178966
Instagram,Works great especially for daily use.,Positive,0.863376,0.221154
Adobe Acrobat Reader,Works great especially for daily use.,Positive,0.924138,0.487346
Canva,Poor user experience.,Negative,-0.456289,0.632387
Zomato,,,,
Canva,"It's okay, needs some improvements.",Neutral,0,0.585588
Adobe Acrobat Reader,Love the interface and performance.,Positive,0.236126,0.625311
